Quarter,Year,Country,Delta_Interest_EU,Delta_Interest_JPY,Delta_Interest_US,ECB,Exchange_rate,FFR,FX_long,FX_short,Fin_depth,Fin_dev,GDP Growth,GDP per cap,Interest rate,JPY,Pol_Risk,Ratings FC,Ratings LC,VIX,WUI,market_volume_bonds,market_volume_loans,Amount,LCY,Currency,Domestic,Corporate,Industry,Bond,Tenor,Tenor_bracket,FCY
1,2018,South Africa,3.6513,3.6013,2.4913,0.25,3.9517,1.41,0.022001371489992,0.0106087749349644,120.276311883907,0.614783644676208,4.8,11079.617,3.9013,0.3,0.247989401,14.0,14.0,22.47,19051.03,0.0585,0.1521,0.1644,1,USD,1,1,Utilities,1,7.0,5-10 yrs,0
1,2018,Turkey,3.6513,3.6013,2.4913,0.25,3.9517,1.41,0.022001371489992,0.0106087749349644,120.276311883907,0.614783644676208,4.8,11079.617,3.9013,0.3,0.247989401,14.0,14.0,22.47,19051.03,0.0585,0.1521,0.0922,1,USD,1,1,Utilities,1,9.404124616059676,>10 yrs,0
1,2021,Thailand,3.8589,3.8089,4.0189,0.25,4.0357,0.09,0.0161273708480052,0.0144441724160909,127.244689016232,0.727465748786926,3.3,11475.701,4.1089,0.3,0.058753986,14.0,14.0,23.35,17911.83,2.1486,1.3234,0.0815,1,BRL,1,1,Energy,1,8.0,0-5 yrs,1
3,2017,India,3.9589,3.9089,3.0589,0.25,4.276,1.15,0.0213051000218301,0.0170120969137803,117.167568374282,0.620747089385986,5.8,9965.123,4.2089,0.3,0.111208953,14.0,14.0,10.13,18574.57,0.0,0.1521,0.2023,1,IDR,1,1,Utilities,0,5.0,0-5 yrs,0
3,2017,Malaysia,3.9589,3.9089,3.0589,0.25,4.276,1.15,0.0213051000218301,0.0170120969137803,117.167568374282,0.620747089385986,5.8,9965.123,4.2089,0.3,0.111208953,14.0,14.0,10.13,18574.57,0.0,0.1521,0.0263,1,USD,1,1,Utilities,1,12.0,>10 yrs,0
3,2017,Mexico,3.9589,3.9089,3.0589,0.25,4.276,1.15,0.0213051000218301,0.0170120969137803,117.167568374282,0.620747089385986,5.8,9965.123,4.2089,0.3,0.111208953,14.0,14.0,10.13,18574.57,0.0,0.1521,0.0023,1,INR,1,1,Utilities,1,16.0,>10 yrs,1
3,2017,Thailand,3.9589,3.9089,3.0589,0.25,4.276,1.15,0.0213051000218301,0.0170120969137803,117.167568374282,0.620747089385986,5.8,9965.123,4.2089,0.3,0.111208953,14.0,14.0,10.13,18574.57,0.0,0.1521,0.2347,1,ZAR,1,1,Utilities,0,19.0,>10 yrs,0
4,2017,Malaysia,6.75,6.7,5.85,0.25,3.1325,1.15,0.0363083226512864,0.0260975635411376,59.4843092982775,0.57053142786026,1.3,10419.575,7.0,0.3,-0.480093956,9.0,9.0,11.43,23726.95,4.3329,17.3692,0.083,1,MXN,1,1,Energy,1,4.0,>10 yrs,0
3,2017,Brazil,3.9589,3.9089,3.0589,0.25,4.276,1.15,0.0213051000218301,0.0170120969137803,117.167568374282,0.620747089385986,5.8,9965.123,4.2089,0.3,0.111208953,14.0,14.0,10.13,18574.57,0.0,0.1521,0.1032,1,ZAR,1,1,Utilities,1,9.404124616059676,0-5 yrs,0
4,2017,South Africa,6.75,6.7,5.85,0.25,3.1325,1.15,0.0363083226512864,0.0260975635411376,59.4843092982775,0.57053142786026,1.3,10419.575,7.0,0.3,-0.480093956,9.0,9.0,11.43,23726.95,4.3329,17.3692,0.4752,1,EUR,1,1,Energy,0,12.0,>10 yrs,0
2,2019,Malaysia,6.25,6.2,4.08,0.25,3.8407,2.42,0.0377952519287063,0.0394960820705422,62.7905050746971,0.643020868301392,1.2,9364.237,6.5,0.3,-0.714393616,9.0,9.0,18.86,23832.26,6.257900000000001,18.3731,0.0698,1,USD,1,1,Utilities,1,10.0,>10 yrs,0
2,2019,Thailand,6.25,6.2,4.08,0.25,3.8407,2.42,0.0377952519287063,0.0394960820705422,62.7905050746971,0.643020868301392,1.2,9364.237,6.5,0.3,-0.714393616,9.0,9.0,18.86,23832.26,6.257900000000001,18.3731,0.5,1,INR,1,1,Utilities,1,11.0,>10 yrs,1
2,2019,India,6.25,6.2,4.08,0.25,3.8407,2.42,0.0377952519287063,0.0394960820705422,62.7905050746971,0.643020868301392,1.2,9364.237,6.5,0.3,-0.714393616,9.0,9.0,18.86,23832.26,6.257900000000001,18.3731,0.0056,1,INR,1,1,Utilities,0,6.0,>10 yrs,0
2,2019,India,6.25,6.2,4.08,0.25,3.8407,2.42,0.0377952519287063,0.0394960820705422,62.7905050746971,0.643020868301392,1.2,9364.237,6.5,0.3,-0.714393616,9.0,9.0,18.86,23832.26,6.257900000000001,18.3731,0.0277,1,INR,1,1,Utilities,0,10.0,>10 yrs,1
2,2019,Mexico,6.25,6.2,4.08,0.25,3.8407,2.42,0.0377952519287063,0.0394960820705422,62.7905050746971,0.643020868301392,1.2,9364.237,6.5,0.3,-0.714393616,9.0,9.0,18.86,23832.26,6.257900000000001,18.3731,0.0725,1,MYR,1,1,Utilities,0,17.0,>10 yrs,0
2,2019,Mexico,6.25,6.2,4.08,0.25,3.8407,2.42,0.0377952519287063,0.0394960820705422,62.7905050746971,0.643020868301392,1.2,9364.237,6.5,0.3,-0.714393616,9.0,9.0,18.86,23832.26,6.257900000000001,18.3731,0.0189,1,IDR,1,1,Utilities,1,18.0,>10 yrs,0
2,2018,Malaysia,3.7473,3.6973,2.3073,0.25,3.9013,1.69,0.0220223886776252,0.01031981832115,120.276311883907,0.614783644676208,4.8,11079.617,3.9973,0.3,0.247989401,14.0,14.0,13.46,18437.45,0.7551999999999998,0.1521,0.0338,1,MYR,1,1,Energy,0,20.0,5-10 yrs,0
2,2018,India,3.7473,3.6973,2.3073,0.25,3.9013,1.69,0.0220223886776252,0.01031981832115,120.276311883907,0.614783644676208,4.8,11079.617,3.9973,0.3,0.247989401,14.0,14.0,13.46,18437.45,0.7551999999999998,0.1521,0.01,1,TRY,1,1,Energy,0,2.0,0-5 yrs,1
2,2018,India,3.7473,3.6973,2.3073,0.25,3.9013,1.69,0.0220223886776252,0.01031981832115,120.276311883907,0.614783644676208,4.8,11079.617,3.9973,0.3,0.247989401,14.0,14.0,13.46,18437.45,0.7551999999999998,0.1521,0.0368,1,BRL,1,1,Energy,1,3.0,0-5 yrs,0
1,2018,Mexico,3.6513,3.6013,2.4913,0.25,3.9517,1.41,0.022001371489992,0.0106087749349644,120.276311883907,0.614783644676208,4.8,11079.617,3.9013,0.3,0.247989401,14.0,14.0,22.47,19051.03,0.0585,0.1521,0.0023,1,USD,1,1,Utilities,1,16.0,0-5 yrs,1
3,2019,Brazil,3.9319,3.8819,1.7818999999999998,0.25,4.1603,2.4,0.0207579465894802,0.008428107230089,120.706946299114,0.577838599681854,4.4,11228.293,4.1819,0.3,0.146066397,14.0,14.0,19.66,25417.49,1.0984,0.1891,0.705,1,BRL,1,1,Energy,1,11.0,0-5 yrs,1
3,2017,Thailand,3.9589,3.9089,3.0589,0.25,4.276,1.15,0.0213051000218301,0.0170120969137803,117.167568374282,0.620747089385986,5.8,9965.123,4.2089,0.3,0.111208953,14.0,14.0,10.13,18574.57,0.0,0.1521,0.15,1,INR,1,1,Utilities,0,9.404124616059676,>10 yrs,1
4,2021,Turkey,3.5,3.45,3.67,0.25,14307.005,0.08,0.0268944751926125,0.0150460481506252,36.9908270556254,0.304108023643494,3.7,4358.187,3.75,0.3,-0.531467199,12.0,12.0,31.12,23117.64,6.961499999999998,7.5477,0.066,1,THB,1,1,Energy,0,5.0,>10 yrs,1
3,2017,South Africa,3.9589,3.9089,3.0589,0.25,4.276,1.15,0.0213051000218301,0.0170120969137803,117.167568374282,0.620747089385986,5.8,9965.123,4.2089,0.3,0.111208953,14.0,14.0,10.13,18574.57,0.0,0.1521,0.7,1,MYR,1,1,Utilities,0,20.0,0-5 yrs,0
4,2022,India,11.0,13.45,10.67,2.75,5.2436,3.08,0.039944642845305,0.0398943997034378,70.6060973782971,0.654686987400055,3.0,9612.062,13.75,0.3,-0.3314659,9.0,9.0,19.84,26940.26,24.1926,24.0695,0.0134,1,EUR,1,1,Utilities,0,3.0,>10 yrs,1
1,2018,India,3.6513,3.6013,2.4913,0.25,3.9517,1.41,0.022001371489992,0.0106087749349644,120.276311883907,0.614783644676208,4.8,11079.617,3.9013,0.3,0.247989401,14.0,14.0,22.47,19051.03,0.0585,0.1521,0.0094,1,USD,1,1,Utilities,0,6.0,0-5 yrs,0
2,2021,Brazil,3.8832,3.8332000000000006,4.0632,0.25,4.1089,0.07,0.0151429113309085,0.0099681906355698,127.244689016232,0.727465748786926,3.3,11475.701,4.1332,0.3,0.058753986,14.0,14.0,17.9,22550.07,2.431,1.4981,0.3501,1,INR,1,1,Energy,0,3.0,0-5 yrs,0
3,2018,India,6.25,6.2,4.59,0.25,3.771,1.91,0.0364249317639634,0.0264476945769952,60.2183479373178,0.600381433963776,1.8,9629.603,6.5,0.3,-0.459640145,9.0,9.0,13.16,20484.34,5.3539,18.1459,0.0906,1,MYR,1,1,Utilities,0,10.0,5-10 yrs,0
3,2018,Thailand,6.25,6.2,4.59,0.25,3.771,1.91,0.0364249317639634,0.0264476945769952,60.2183479373178,0.600381433963776,1.8,9629.603,6.5,0.3,-0.459640145,9.0,9.0,13.16,20484.34,5.3539,18.1459,0.0025,1,USD,1,1,Utilities,0,3.0,5-10 yrs,0
3,2018,India,6.25,6.2,4.59,0.25,3.771,1.91,0.0364249317639634,0.0264476945769952,60.2183479373178,0.600381433963776,1.8,9629.603,6.5,0.3,-0.459640145,9.0,9.0,13.16,20484.34,5.3539,18.1459,0.0567,1,INR,1,1,Utilities,0,16.0,5-10 yrs,0
3,2018,Brazil,6.25,6.2,4.59,0.25,3.771,1.91,0.0364249317639634,0.0264476945769952,60.2183479373178,0.600381433963776,1.8,9629.603,6.5,0.3,-0.459640145,9.0,9.0,13.16,20484.34,5.3539,18.1459,0.5,1,MYR,1,1,Utilities,0,18.0,5-10 yrs,0
3,2018,India,6.25,6.2,4.59,0.25,3.771,1.91,0.0364249317639634,0.0264476945769952,60.2183479373178,0.600381433963776,1.8,9629.603,6.5,0.3,-0.459640145,9.0,9.0,13.16,20484.34,5.3539,18.1459,0.1787,1,USD,1,1,Utilities,1,4.0,5-10 yrs,0
3,2018,Malaysia,6.25,6.2,4.59,0.25,3.771,1.91,0.0364249317639634,0.0264476945769952,60.2183479373178,0.600381433963776,1.8,9629.603,6.5,0.3,-0.459640145,9.0,9.0,13.16,20484.34,5.3539,18.1459,0.8,1,MXN,1,1,Utilities,0,12.0,5-10 yrs,1
4,2023,South Africa,2.0,6.45,1.42,4.75,83.07,5.33,0.0126415312993406,0.0090701897612489,50.1421581396974,0.582220196723938,7.8,2500.356,6.75,0.3,-0.568608165,11.0,11.0,12.63,17744.12,26.41,34.6452,0.0234,1,BRL,1,1,Utilities,0,15.0,>10 yrs,0
2,2023,Malaysia,4.485714285714289,8.185714285714289,3.405714285714289,4.0,18.2595,5.08,0.0366876941182185,0.0312678414583577,92.1800552382856,0.492002218961716,0.6,6138.248,8.48571428571429,0.3,-0.72211808,9.0,9.0,15.65,23722.65,2.8058000000000005,13.1439,0.0465,1,ZAR,1,1,Industrials,0,17.0,0-5 yrs,1
1,2023,Brazil,3.3422727272727304,6.792272727272731,2.44227272727273,3.75,17.1055,4.65,0.0366220961873502,0.0320028903732201,92.1800552382856,0.492002218961716,0.6,6138.248,7.09227272727273,0.3,-0.72211808,9.0,9.0,20.58,19697.24,2.7107,12.5619,0.1355,1,THB,1,1,Materials,1,10.0,0-5 yrs,0
2,2023,Turkey,4.485714285714289,8.185714285714289,3.405714285714289,4.0,18.2595,5.08,0.0366876941182185,0.0312678414583577,92.1800552382856,0.492002218961716,0.6,6138.248,8.48571428571429,0.3,-0.72211808,9.0,9.0,15.65,23722.65,2.8058000000000005,13.1439,0.023,1,BRL,1,1,Industrials,0,19.0,>10 yrs,1
1,2024,India,6.859999999999999,11.31,6.279999999999999,4.75,17.0932,5.33,0.0309405540411626,0.0211616999957896,33.3282002808482,0.32231593132019,2.4,15248.788,11.61,0.3,-0.691959739,12.0,12.0,13.11,16396.19,37.27160000000001,18.0861,0.0011,1,INR,1,1,Communications,1,17.0,5-10 yrs,0
2,2023,Turkey,4.485714285714289,8.185714285714289,3.405714285714289,4.0,18.2595,5.08,0.0366876941182185,0.0312678414583577,92.1800552382856,0.492002218961716,0.6,6138.248,8.48571428571429,0.3,-0.72211808,9.0,9.0,15.65,23722.65,2.8058000000000005,13.1439,0.0047,0,ZAR,1,1,Materials,1,4.0,0-5 yrs,0
4,2023,Thailand,2.0,6.45,1.42,4.75,83.07,5.33,0.0126415312993406,0.0090701897612489,50.1421581396974,0.582220196723938,7.8,2500.356,6.75,0.3,-0.568608165,11.0,11.0,12.63,17744.12,26.41,34.6452,0.0011,0,ZAR,1,1,Energy,0,4.0,0-5 yrs,0
2,2023,Brazil,4.485714285714289,8.185714285714289,3.405714285714289,4.0,18.2595,5.08,0.0366876941182185,0.0312678414583577,92.1800552382856,0.492002218961716,0.6,6138.248,8.48571428571429,0.3,-0.72211808,9.0,9.0,15.65,23722.65,2.8058000000000005,13.1439,0.0035,1,MXN,1,1,Industrials,0,13.0,>10 yrs,0
1,2023,Brazil,7.76,11.21,6.859999999999999,3.75,18.9705,4.65,0.0333059033776249,0.0160498292385716,33.3282002808482,0.32231593132019,3.2,13641.613,11.51,0.3,-0.691959739,12.0,12.0,20.58,19697.24,23.6804,13.1976,0.0011,0,TRY,1,1,Consumer staples,0,18.0,5-10 yrs,0
2,2023,Turkey,7.51,11.21,6.43,4.0,18.3892,5.08,0.0333769390098918,0.0159255813911297,33.3282002808482,0.32231593132019,3.2,13641.613,11.51,0.3,-0.691959739,12.0,12.0,15.65,23722.65,26.502600000000005,15.4549,0.1151,1,THB,1,1,Communications,0,9.0,5-10 yrs,0
4,2023,South Africa,6.75,11.2,6.17,4.75,17.3067,5.33,0.0314206352056402,0.0154419756173757,33.3282002808482,0.32231593132019,3.2,13641.613,11.5,0.3,-0.691959739,12.0,12.0,12.63,17744.12,35.7762,17.5861,0.0044,0,BRL,1,1,Materials,0,9.0,0-5 yrs,0
1,2023,India,7.76,11.21,6.859999999999999,3.75,18.9705,4.65,0.0333059033776249,0.0160498292385716,33.3282002808482,0.32231593132019,3.2,13641.613,11.51,0.3,-0.691959739,12.0,12.0,20.58,19697.24,23.6804,13.1976,0.4089,0,MXN,1,1,Materials,0,20.0,5-10 yrs,0
1,2024,Malaysia,7.210000000000001,11.66,6.630000000000001,4.75,4.9182,5.33,0.0368920333525182,0.0183628269387907,71.6466556109593,0.654686987400055,2.2,11351.871,11.96,0.3,-0.3314659,9.0,9.0,13.11,16396.19,30.5745,28.9854,0.0064,0,INR,0,1,Energy,0,30.0,5-10 yrs,0
2,2023,Thailand,0.6300999999999997,4.3301,-0.4499000000000004,4.0,4.464,5.08,0.0134927006868103,0.02135300634078,117.188155259099,0.727465748786926,3.7,12570.46,4.6301,0.3,0.140358165,14.0,14.0,15.65,23722.65,8.8994,1.6819,0.0011,1,MXN,1,1,Utilities,1,5.0,>10 yrs,1
1,2023,India,7.76,11.21,6.859999999999999,3.75,18.9705,4.65,0.0333059033776249,0.0160498292385716,33.3282002808482,0.32231593132019,3.2,13641.613,11.51,0.3,-0.691959739,12.0,12.0,20.58,19697.24,23.6804,13.1976,0.0083,0,INR,1,1,Consumer staples,0,7.0,0-5 yrs,0
1,2024,India,7.210000000000001,11.66,6.630000000000001,4.75,4.9182,5.33,0.0368920333525182,0.0183628269387907,71.6466556109593,0.654686987400055,2.2,11351.871,11.96,0.3,-0.3314659,9.0,9.0,13.11,16396.19,30.5745,28.9854,0.0422,0,ZAR,0,1,Industrials,1,7.0,5-10 yrs,0
2,2023,India,7.51,11.21,6.43,4.0,18.3892,5.08,0.0333769390098918,0.0159255813911297,33.3282002808482,0.32231593132019,3.2,13641.613,11.51,0.3,-0.691959739,12.0,12.0,15.65,23722.65,26.502600000000005,15.4549,0.75,1,SGD,1,1,Consumer staples,0,18.0,5-10 yrs,0
3,2023,India,8.83,12.78,7.75,4.25,4.8537,5.33,0.0392839870092855,0.0261101492099259,71.6466556109593,0.654686987400055,2.9,10642.437,13.08,0.3,-0.3314659,9.0,9.0,13.09,22050.81,25.8895,28.666000000000004,0.0261,1,MYR,1,1,Utilities,0,5.0,0-5 yrs,0
3,2023,Thailand,-1.875,2.075,-2.955,4.25,34.911,5.33,0.0191459116452782,0.0301004938271985,154.277565375824,0.723730862140656,1.9,7337.194,2.375,0.3,-0.383099318,13.0,13.0,13.09,22050.81,7.3634,4.9321,0.0011,1,THB,1,1,Consumer discretionary,1,15.0,0-5 yrs,1
1,2023,Brazil,3.0,6.45,2.1,3.75,81.741,4.65,0.013844528507179,0.0100349919240175,50.1421581396974,0.582220196723938,7.8,2500.356,6.75,0.3,-0.568608165,11.0,11.0,20.58,19697.24,22.4787,29.172200000000004,0.018,1,MYR,1,1,Energy,0,16.0,>10 yrs,0
2,2023,Malaysia,0.6300999999999997,4.3301,-0.4499000000000004,4.0,4.464,5.08,0.0134927006868103,0.02135300634078,117.188155259099,0.727465748786926,3.7,12570.46,4.6301,0.3,0.140358165,14.0,14.0,15.65,23722.65,8.8994,1.6819,0.0392,0,BRL,1,1,Industrials,0,21.0,>10 yrs,1
3,2023,Brazil,8.83,12.78,7.75,4.25,4.8537,5.33,0.0392839870092855,0.0261101492099259,71.6466556109593,0.654686987400055,2.9,10642.437,13.08,0.3,-0.3314659,9.0,9.0,13.09,22050.81,25.8895,28.666000000000004,0.0024,0,ZAR,0,1,Utilities,0,8.0,5-10 yrs,0
1,2024,Mexico,7.210000000000001,11.66,6.630000000000001,4.75,4.9182,5.33,0.0368920333525182,0.0183628269387907,71.6466556109593,0.654686987400055,2.2,11351.871,11.96,0.3,-0.3314659,9.0,9.0,13.11,16396.19,30.5745,28.9854,0.0223,0,USD,0,1,Materials,1,2.0,5-10 yrs,0
1,2024,Malaysia,7.210000000000001,11.66,6.630000000000001,4.75,4.9182,5.33,0.0368920333525182,0.0183628269387907,71.6466556109593,0.654686987400055,2.2,11351.871,11.96,0.3,-0.3314659,9.0,9.0,13.11,16396.19,30.5745,28.9854,0.0196,0,INR,0,1,Energy,0,5.0,5-10 yrs,0
1,2024,Brazil,7.210000000000001,11.66,6.630000000000001,4.75,4.9182,5.33,0.0368920333525182,0.0183628269387907,71.6466556109593,0.654686987400055,2.2,11351.871,11.96,0.3,-0.3314659,9.0,9.0,13.11,16396.19,30.5745,28.9854,0.0054,0,USD,0,1,Energy,1,10.0,>10 yrs,0
1,2024,India,6.859999999999999,11.31,6.279999999999999,4.75,17.0932,5.33,0.0309405540411626,0.0211616999957896,33.3282002808482,0.32231593132019,2.4,15248.788,11.61,0.3,-0.691959739,12.0,12.0,13.11,16396.19,37.27160000000001,18.0861,0.0056,1,THB,1,1,Consumer discretionary,1,3.0,0-5 yrs,0
3,2023,Thailand,7.26,11.21,6.18,4.25,17.2407,5.33,0.0323065117842068,0.0162990946016028,33.3282002808482,0.32231593132019,3.2,13641.613,11.51,0.3,-0.691959739,12.0,12.0,13.09,22050.81,29.681200000000004,17.5861,0.079,1,INR,1,1,Materials,1,2.0,5-10 yrs,0
3,2023,India,11.75,15.7,10.67,4.25,23.69650455,5.33,0.0577269243178769,0.0475472065818263,50.2567115766482,0.563018500804901,4.5,12849.0,16.0,0.3,-1.039865017,5.0,5.0,13.09,22050.81,6.056299999999999,29.7893,0.0153,0,INR,0,1,Consumer staples,1,8.0,0-5 yrs,0
2,2023,Malaysia,7.51,11.21,6.43,4.0,18.3892,5.08,0.0333769390098918,0.0159255813911297,33.3282002808482,0.32231593132019,3.2,13641.613,11.51,0.3,-0.691959739,12.0,12.0,15.65,23722.65,26.502600000000005,15.4549,0.0073,1,MXN,1,1,Consumer discretionary,0,3.0,0-5 yrs,1
3,2023,Malaysia,2.5,6.45,1.42,4.25,82.2252,5.33,0.0135198513114644,0.0101747358692358,50.1421581396974,0.582220196723938,7.8,2500.356,6.75,0.3,-0.568608165,11.0,11.0,13.09,22050.81,25.2595,34.2243,0.0724,0,BRL,0,1,Utilities,1,4.0,0-5 yrs,0
4,2023,Malaysia,2.0,6.45,1.42,4.75,83.07,5.33,0.0126415312993406,0.0090701897612489,50.1421581396974,0.582220196723938,7.8,2500.356,6.75,0.3,-0.568608165,11.0,11.0,12.63,17744.12,26.41,34.6452,0.0048,0,USD,1,1,Energy,1,14.0,5-10 yrs,0
1,2024,Brazil,2.0,6.45,1.42,4.75,83.1119,5.33,0.011817361819705,0.0042069243398166,50.1421581396974,0.582220196723938,6.8,2730.774,6.75,0.3,-0.568608165,11.0,11.0,13.11,16396.19,27.8041,35.598,0.0236,0,BRL,1,1,Utilities,0,3.0,>10 yrs,0
2,2023,Mexico,9.75,13.45,8.67,4.0,5.2086,5.08,0.0397792095830269,0.0292196962282561,71.6466556109593,0.654686987400055,2.9,10642.437,13.75,0.3,-0.3314659,9.0,9.0,15.65,23722.65,25.5366,28.320400000000003,0.228,1,EUR,1,1,Industrials,0,8.0,>10 yrs,0
4,2023,India,7.210000000000001,11.66,6.630000000000001,4.75,4.9387,5.33,0.0389005012904662,0.0145927277043303,71.6466556109593,0.654686987400055,2.9,10642.437,11.96,0.3,-0.3314659,9.0,9.0,12.63,17744.12,27.5833,28.666000000000004,0.0191,1,USD,1,1,Consumer discretionary,1,9.404124616059676,5-10 yrs,1
3,2023,Brazil,2.49,6.44,1.41,4.25,15026.0,5.33,0.0275769102218159,0.0200970500768901,36.0128402502417,0.304108023643494,5.0,4942.361,6.74,0.3,-0.439423859,12.0,12.0,13.09,22050.81,10.3227,12.601399999999998,0.029,0,USD,1,1,Communications,0,9.0,5-10 yrs,0
2,2023,Indonesia,0.6300999999999997,4.3301,-0.4499000000000004,4.0,4.464,5.08,0.0134927006868103,0.02135300634078,117.188155259099,0.727465748786926,3.7,12570.46,4.6301,0.3,0.140358165,14.0,14.0,15.65,23722.65,8.8994,1.6819,0.0994,1,USD,1,1,Utilities,0,18.0,>10 yrs,0
2,2023,South Africa,2.75,6.45,1.67,4.0,82.2665,5.08,0.0138499640842845,0.0102560229976306,50.1421581396974,0.582220196723938,7.8,2500.356,6.75,0.3,-0.568608165,11.0,11.0,15.65,23722.65,22.4787,32.3848,0.0469,0,USD,0,1,Utilities,0,13.0,0-5 yrs,0
2,2023,Malaysia,2.75,6.45,1.67,4.0,15062.0,5.08,0.0276836131793739,0.0194169820445408,36.0128402502417,0.304108023643494,5.0,4942.361,6.75,0.3,-0.439423859,12.0,12.0,15.65,23722.65,10.0192,12.526699999999998,0.0093,0,USD,1,1,Utilities,0,10.0,0-5 yrs,0
3,2023,Brazil,8.83,12.78,7.75,4.25,4.8537,5.33,0.0392839870092855,0.0261101492099259,71.6466556109593,0.654686987400055,2.9,10642.437,13.08,0.3,-0.3314659,9.0,9.0,13.09,22050.81,25.8895,28.666000000000004,0.0145,1,INR,1,1,Utilities,1,5.0,>10 yrs,0
3,2023,Mexico,8.83,12.78,7.75,4.25,4.8537,5.33,0.0392839870092855,0.0261101492099259,71.6466556109593,0.654686987400055,2.9,10642.437,13.08,0.3,-0.3314659,9.0,9.0,13.09,22050.81,25.8895,28.666000000000004,0.019,1,INR,1,1,Utilities,1,7.0,>10 yrs,0
2,2023,Brazil,-2.0,1.7,-3.08,4.0,34.4639,5.08,0.019211784347004,0.0304307203100178,154.277565375824,0.723730862140656,1.9,7337.194,2.0,0.3,-0.383099318,13.0,13.0,15.65,23722.65,7.1291,4.9321,0.09,1,INR,1,1,Industrials,1,4.0,0-5 yrs,0
3,2023,India,-1.875,2.075,-2.955,4.25,34.911,5.33,0.0191459116452782,0.0301004938271985,154.277565375824,0.723730862140656,1.9,7337.194,2.375,0.3,-0.383099318,13.0,13.0,13.09,22050.81,7.3634,4.9321,0.288,0,INR,1,1,Consumer discretionary,1,20.0,0-5 yrs,0
1,2023,India,0.7140000000000004,4.164000000000001,-0.1859999999999999,3.75,4.3218,4.65,0.0132887359287792,0.0206132139613667,117.188155259099,0.727465748786926,3.7,12570.46,4.464,0.3,0.140358165,14.0,14.0,20.58,19697.24,8.877400000000002,1.6819,0.084,1,MYR,1,1,Industrials,1,8.0,>10 yrs,0
3,2023,Thailand,8.83,12.78,7.75,4.25,4.8537,5.33,0.0392839870092855,0.0261101492099259,71.6466556109593,0.654686987400055,2.9,10642.437,13.08,0.3,-0.3314659,9.0,9.0,13.09,22050.81,25.8895,28.666000000000004,0.175,0,THB,0,1,Energy,0,19.0,>10 yrs,0
4,2023,Indonesia,7.210000000000001,11.66,6.630000000000001,4.75,4.9387,5.33,0.0389005012904662,0.0145927277043303,71.6466556109593,0.654686987400055,2.9,10642.437,11.96,0.3,-0.3314659,9.0,9.0,12.63,17744.12,27.5833,28.666000000000004,0.0169,0,ZAR,1,1,Materials,0,5.0,0-5 yrs,1
3,2023,Indonesia,4.0745000000000005,8.0245,2.9945000000000004,4.25,18.7448,5.33,0.0362633737664701,0.031199731330942,92.1800552382856,0.492002218961716,0.6,6138.248,8.3245,0.3,-0.72211808,9.0,9.0,13.09,22050.81,3.0435000000000008,13.7434,0.1092,0,MXN,0,1,Materials,1,15.0,0-5 yrs,0
4,2023,India,3.6972222222222193,8.147222222222219,3.1172222222222192,4.75,18.9657,5.33,0.0358854184999715,0.0271917408487271,92.1800552382856,0.492002218961716,0.6,6138.248,8.44722222222222,0.3,-0.72211808,9.0,9.0,12.63,17744.12,3.0435000000000008,15.223,0.0008,0,USD,1,1,Materials,1,3.0,0-5 yrs,0
2,2023,India,4.485714285714289,8.185714285714289,3.405714285714289,4.0,18.2595,5.08,0.0366876941182185,0.0312678414583577,92.1800552382856,0.492002218961716,0.6,6138.248,8.48571428571429,0.3,-0.72211808,9.0,9.0,15.65,23722.65,2.8058000000000005,13.1439,0.0015,1,EUR,1,1,Utilities,0,12.0,>10 yrs,1
4,2023,Brazil,-2.25,2.2,-2.83,4.75,35.885,5.33,0.0191464927854795,0.0266565118538408,154.277565375824,0.723730862140656,1.9,7337.194,2.5,0.3,-0.383099318,13.0,13.0,12.63,17744.12,7.7808,5.037100000000001,0.1145,1,MXN,1,1,Utilities,0,9.0,5-10 yrs,0
1,2023,Malaysia,0.7140000000000004,4.164000000000001,-0.1859999999999999,3.75,4.3218,4.65,0.0132887359287792,0.0206132139613667,117.188155259099,0.727465748786926,3.7,12570.46,4.464,0.3,0.140358165,14.0,14.0,20.58,19697.24,8.877400000000002,1.6819,0.0035,1,INR,1,1,Utilities,0,15.0,5-10 yrs,0
4,2023,Mexico,6.75,11.2,6.17,4.75,17.3067,5.33,0.0314206352056402,0.0154419756173757,33.3282002808482,0.32231593132019,3.2,13641.613,11.5,0.3,-0.691959739,12.0,12.0,12.63,17744.12,35.7762,17.5861,0.0012,1,BRL,1,1,Materials,1,8.0,5-10 yrs,1
1,2023,Brazil,0.7140000000000004,4.164000000000001,-0.1859999999999999,3.75,4.3218,4.65,0.0132887359287792,0.0206132139613667,117.188155259099,0.727465748786926,3.7,12570.46,4.464,0.3,0.140358165,14.0,14.0,20.58,19697.24,8.877400000000002,1.6819,0.0038,1,EUR,1,1,Utilities,0,15.0,>10 yrs,0
3,2023,Turkey,8.83,12.78,7.75,4.25,4.8537,5.33,0.0392839870092855,0.0261101492099259,71.6466556109593,0.654686987400055,2.9,10642.437,13.08,0.3,-0.3314659,9.0,9.0,13.09,22050.81,25.8895,28.666000000000004,0.0695,1,ZAR,1,1,Utilities,0,7.0,>10 yrs,0
